k,ilp,rr,greedy,baseline
3,0.2031489859560828,0.2027341273230028,0.19982632332606082,0.13810087824174572
5,0.2876691755491254,0.2866995693606843,0.2825460482914847,0.20116170220977778
10,0.43686637531977307,0.4343426274835692,0.4321129770890177,0.33350444004659774
15,0.5408106951902484,0.5371647231146347,0.5374757658811564,0.43784305489711073
20,0.6181794725990277,0.6152677174643411,0.615967739224425,0.5247078342528787
