k,ilp,rr,greedy,baseline
3,0.1781652320698626,0.17782110460777517,0.17490139164981275,0.12050281883509728
5,0.25508785886556484,0.2542553382901051,0.25009929033274725,0.17717254035531996
10,0.39480476238761114,0.39276180912967396,0.3900008577269979,0.29896514824279835
15,0.495252800076287,0.49210060261118577,0.4918814337274819,0.39637026166026224
20,0.5716501299440749,0.5684338850131954,0.5696114664533151,0.4807204477307338
