k,ilp,rr,greedy,baseline
3,0.324962720075634,0.32386044960667604,0.31670257254714873,0.2516274074384842
5,0.42622345852175353,0.4248831381899856,0.41558106322644717,0.3374984567264229
10,0.5843438912229677,0.5815080933316433,0.5748689977067054,0.4867502525409509
15,0.6845384495080509,0.6814417170855902,0.6751959208077993,0.589825477595174
20,0.7531217790911771,0.750198837229409,0.7442894673914144,0.6697536419238603
