k,ilp,rr,greedy,baseline
3,0.3819240451299988,0.38086668263989676,0.37258758777175705,0.29822605403598107
5,0.48912146152524394,0.48766529676926174,0.47808106970402287,0.3907945847474973
10,0.6460662271693165,0.6438045310822035,0.6373597548964361,0.5467394521369137
15,0.7409927557893292,0.7385555932895613,0.7329196456954573,0.6489804388959973
20,0.8030522864063067,0.8006856921329343,0.7952247593425784,0.7264155629985575
