k,ilp,rr,greedy,baseline
3,0.22886283565454363,0.22826934953492656,0.22558605554243943,0.15399293141870676
5,0.32155578337343704,0.3204786849513573,0.3163386614525919,0.22516302074721306
10,0.4797320294621782,0.47677546827691614,0.47456143552340563,0.36800425889300437
15,0.5860146698046592,0.5819358290398701,0.5829600707423265,0.4783711982367807
20,0.6631669197769443,0.6601316017549587,0.6605571664276287,0.5664539860815415
