k,ilp,rr,greedy,baseline
3,0.188569817074658,0.188240277235229,0.18553216451310986,0.12889646901072438
5,0.2689947252065149,0.2680763791561047,0.26421085605481565,0.18803855445626472
10,0.4128304963830907,0.4102303911563043,0.40816178888302224,0.31429090248435554
15,0.5148547558604374,0.5112942662686252,0.5116670726987762,0.41470238137047777
20,0.5917849778709025,0.5884917105931764,0.5895759811924045,0.5006957936129076
