k,ilp,rr,greedy,baseline
3,0.26775705961713064,0.2670090246015028,0.2606673763901801,0.18342796792440574
5,0.36561806158193355,0.3639166153033603,0.3554359509432929,0.2567584736696781
10,0.5256104779523709,0.5218731747107399,0.5155043703512011,0.3981253419397405
15,0.6306809126702455,0.6269754165552678,0.6208316329052278,0.5023087548129348
20,0.7057900063967124,0.7020519633486085,0.6967428692313363,0.587425262721607
