k,ilp,rr,greedy,baseline
3,0.34228788493430495,0.34099239257299885,0.33411823690006076,0.27127313397846026
5,0.44459121440769817,0.44323632493031406,0.4343237104369469,0.3588086269801769
10,0.6014125410916942,0.598773655043442,0.592043725396848,0.5085005817543767
15,0.6994864845300136,0.6966024211807401,0.6904066533768904,0.6108199984500254
20,0.7660603516763034,0.763307063581842,0.7574225607159697,0.6890894493808112
