k,ilp,rr,greedy,baseline
3,0.4479966659558457,0.44703690211740504,0.4368530756480912,0.34375383803286647
5,0.559282873862488,0.558204116780019,0.5472195696134347,0.44614222329175074
10,0.71236106967743,0.7104140201362188,0.704120564112766,0.6058999702798948
15,0.7989035893682989,0.7964469174028957,0.7920758118622678,0.7062226572402323
20,0.8524960289098542,0.8506138278275887,0.845523445154383,0.778580256843559
