k,ilp,rr,greedy,baseline
3,0.3386855643071649,0.3379067357414063,0.32922868472430405,0.2270506921546901
5,0.4494751209704438,0.4474574606486352,0.43765973989456153,0.3154196700182258
10,0.6169221185849593,0.6134739571896366,0.6070842637577307,0.4750981129955484
15,0.7178693156797445,0.7143367022434293,0.7098085896082955,0.5850660306670488
20,0.7857057246537317,0.7823985482182034,0.7776909332533222,0.6696768022519264
